scene,item,vector
scene_2,item_125,"[0.43176278473663504, 0.4807499985111855, 0.09828666636228685, -0.2542633325459159, 0.2863133324466615, 0.22862333262531928, 0.33972999894790445, -0.44869999861043974, 0.11537999964268449, -0.20939333268487184]"
scene_0,item_126,"[0.19304148551995734, -0.37108943194607075, 0.38491885177014795, -0.10372064868057881, -0.2904178163056206, 0.02535393634414146, 0.009219613216051513, 0.11294026189663023, 0.2028314907531318, -0.7260445407640516]"
scene_1,item_127,"[0.33468681444980575, 0.14874733859191183, -0.1487473385919119, -0.4127214887691076, 0.5949893543676475, -0.09427648220614135, -0.4525271145894784, 0.11522681158528386, -0.2639741501771957, -0.15084237152982613]"
scene_2,item_128,"[-0.25050942857120995, -0.04280804691733367, 0.6054280921165752, -0.23850197568228723, -0.24155969331923963, -0.3516375282495261, 0.22015566986057286, 0.033634894006476374, 0.5198119982819082, 0.10090468201942925]"
scene_0,item_129,"[-0.77035271469073, 0.04267414463396059, -0.1422471487798688, -0.12802243390188203, 0.4587470548150769, 0.31649990603520817, 0.035561787194967276, -0.11735389774339185, -0.19203365085282287, 0.0746797531094311]"
scene_1,item_130,"[0.32502354269024836, 0.3104674900974415, 0.3584073231271934, -0.07989972171625331, 0.15066804666493483, -0.2031735780784727, -0.22828491918929514, 0.4017814577731595, -0.609520734235418, -0.1187081579784335]"
scene_2,item_131,"[0.027934281479186984, -0.48127561365587906, 0.5696731753477752, -0.15469573296081832, 0.017188414773424192, 0.1964390259819914, 0.19398353815721653, -0.49109756495497864, -0.28238109984911275, -0.14732926948649355]"
scene_0,item_132,"[0.37095128467024735, -0.6736615894978215, 0.3859519523164603, -0.32981348652497516, -0.17192405148642326, 0.18771299499027844, -0.14736347270264843, -0.052629811679517344, -0.17718703265437497, -0.17367837854240709]"
scene_1,item_133,"[0.24295687229481622, 0.24677300405745928, -0.4794446935973494, 0.20446906050475194, 0.3196297957315663, 0.2937773857826896, 0.0352532862939228, 0.023502190862615117, -0.058755477156537915, 0.6439600296356558]"
scene_2,item_134,"[-0.20457546156464912, 0.1490117559544975, -0.17931923174185296, -0.318228495767232, 0.318228495767232, -0.7299050418788099, 0.2803441510330378, -0.19447296963553068, 0.22730606840516568, -0.020204983858237022]"
scene_0,item_135,"[0.007711980334132513, -0.10025574434372204, 0.44986551949106063, 0.3110498734766762, 0.2647779914718814, -0.30076723303116626, 0.05398386233892726, 0.3933109970407559, -0.08740244378683465, -0.6041051261737099]"
scene_1,item_136,"[-0.39517007646522967, 0.035811739191422026, -0.4516258220251557, -0.32628473485517856, 0.47152123268705687, 0.3262847348551786, 0.3422010633846995, -0.10942475864045623, 0.11141429970664633, -0.24869263327376415]"
scene_2,item_137,"[0.15058922924127413, -0.30117845848254826, 0.5104388159996435, 0.4224321235859118, -0.037158381241353365, 0.17210197627574186, 0.10169662234475656, 0.12320936937922428, -0.08213957958614952, -0.6199582554478429]"
scene_0,item_138,"[-0.273919766183352, 0.49026404011160457, 0.21634427392825256, 0.432688547856505, -0.23728081656647051, -0.5670313631184037, -0.05932020414161767, -0.22157840958780703, 0.10293800130457176, 0.09770386564501728]"
scene_1,item_139,"[-0.07347202650537374, -0.07175074145494814, 0.17937685363737046, -0.19869436095216417, 0.593323438954379, -0.4939762584782969, 0.4305044487296889, 0.12142433169298923, -0.30080118533035966, 0.17661720973525705]"
scene_2,item_140,"[0.3989978966219808, 0.2815720132182106, 0.5024604028980137, 0.36167439628890835, -0.10437583248606079, -0.11408521225220598, -0.2524438739197751, -0.42721270971038844, 0.026700794356899288, 0.32769156710740033]"
scene_0,item_141,"[-0.05500430351843849, 0.6187984145824327, 0.23769716877610905, 0.23180385054199062, 0.09429309174589451, -0.4518210646157445, -0.2730570781808195, 0.07268425822079368, 0.4459277463816261, 0.11000860703687693]"
scene_1,item_142,"[-0.32391232103629736, 0.3605330307411537, 0.17704747045324518, 0.1802665153705769, 0.3025902222291826, -0.39916156974913436, -0.27039977305586527, 0.2800569078078604, 0.17382842553591343, -0.5182662316904085]"
scene_2,item_143,"[-0.23161836749262607, 0.7661222924756095, 0.26057066342920443, 0.1313988815583167, 0.15812407780746587, 0.12249048280860035, -0.34297335186408096, -0.1737137756194696, -0.22493706843033884, 0.18930347343147322]"
scene_0,item_144,"[0.5718084150198132, -0.1269935195811821, 0.3996953932081414, 0.23928252636875352, -0.005347095561312929, 0.4518295749309425, 0.03475612114853405, 0.3930115237565003, -0.13501416292315147, -0.24863994360105124]"
scene_1,item_145,"[0.43200634933447885, -0.19837026244950565, -0.3129841918647755, 0.24686077104827367, 0.1741250081501216, -0.21820728869445616, 0.2887389375653915, 0.12783861357857024, -0.12122627149692014, -0.6502136380289351]"
scene_2,item_146,"[-0.06150495415754511, -0.12823637889237782, 0.06560931013098402, -0.2922596542198379, -0.5457501706350033, -0.3578689643508219, 0.5457501706350033, 0.34295775750287094, 0.035786896435082094, -0.21770361998008325]"
scene_0,item_147,"[0.5217272358411815, 0.16800553378565497, -0.5781366897918127, -0.43648496522743685, -0.024706696144949265, 0.3936600252428582, 0.06753163612952799, -0.04611916613723864, -0.10706234996144678, -0.032942261526599015]"
scene_1,item_148,"[0.058623836249523824, -0.2613646032791269, -0.19785544734214278, -0.3419723781222221, 0.019541278749841264, 0.45922005062126964, 0.3932682348405554, -0.22472470562317448, -0.5837957026515077, -0.12213299218650785]"
scene_2,item_149,"[0.5910693952955834, -0.3686004716049949, 0.17012329458692074, 0.1155965976039333, -0.010905339396597505, 0.38168687888091185, 0.4776538655709697, 0.039259221827750886, 0.3053495031047295, -0.06106990062094593]"
scene_0,item_150,"[-0.11681423479446312, -0.2413699060438308, 0.37546429829040345, -0.37133831699050884, 0.15885028004593996, 0.17329121459557084, 0.15472429874604535, 0.2950076629424598, -0.34658242919114157, 0.6023932697846033]"
scene_1,item_151,"[0.5257452964795233, -0.17166124043072084, 0.30816294968888447, -0.04963698518478677, 0.19647973302311414, -0.5687571219090147, -0.28748087252855653, 0.31229936512094986, 0.051705192900819485, -0.22750284876360594]"
scene_2,item_152,"[0.2691311883413905, -0.2242759902844921, 0.34253060334358787, -0.5056404144595822, 0.5382623766827811, -0.06932166972429757, -0.22427599028449216, -0.21815937236764232, 0.3343751127877882, -0.00611661791684982]"
scene_0,item_153,"[0.7315739360721751, -0.03687013148125446, -0.1679639323034926, 0.14611496549978625, -0.2280485910136851, 0.33865898545744855, -0.061450219135424124, -0.12016931742038499, -0.4356137756488955, 0.19800626165858887]"
scene_1,item_154,"[-0.018481934524010448, -0.2217832142881257, -0.2649077281774834, 0.27106837301882025, 0.3942812698455567, -0.12629321924740497, 0.28955030754283073, 0.12629321924740491, -0.6437873859196981, 0.3480764335355305]"
scene_2,item_155,"[-0.33951865710828977, 0.1841051873051993, 0.1936690931392357, 0.5905711852517433, -0.48536822107734373, 0.05738343500421802, 0.1554134698030904, 0.41842088023908947, 0.10759394063290868, -0.1219397993839632]"
scene_0,item_156,"[0.6354596509186426, 0.017851312577603785, -0.366943647428523, -0.05355393773281147, -0.09322352123859773, 0.30545579299455416, 0.30148883464397563, -0.35305929320149776, -0.17256268825017027, 0.33322450144860466]"
scene_1,item_157,"[-0.24788204540856226, -0.5633682850194597, 0.011267365700389177, 0.21086070096442633, 0.47322935941634614, -0.04667908647304096, 0.13198914106170195, 0.05472720483046179, -0.263978282123404, 0.5102507038604821]"
scene_2,item_158,"[0.550077872914349, -0.20708649601549822, 0.044868740803357926, -0.15876631361188195, 0.6661282288498525, 0.0069028832005165325, -0.3624013680271218, 0.13115478080981557, -0.14841198881110704, 0.11389757280852399]"
scene_0,item_159,"[-0.25822309682713857, -0.34429746243618464, 0.4166781789710644, 0.19562355820237767, 0.3736409961665414, -0.39711582315082666, 0.3971158231508267, -0.21322967844059168, 0.05673083187868955, -0.31495392870582806]"
scene_1,item_160,"[-0.06182717968841269, 0.2914709899596598, 0.38421175949227887, 0.3952523272937812, -0.1722328577034353, 0.068451520369314, -0.05078661188691037, 0.472536301904297, -0.4946174375073015, -0.3201764662435657]"
scene_2,item_161,"[0.6501833753581777, 0.065953716124949, 0.43493801985101527, -0.22816420713495886, -0.2745100617092474, 0.17290568821946098, 0.32798604775650336, 0.33689871209771266, -0.07308384759791656, 0.003565065736483694]"
scene_0,item_162,"[-0.06130323110559979, -0.17269336638758978, 0.15427274063958024, 0.5848548674993042, -0.05065672080702636, -0.5341981466922778, -0.2855196990941484, 0.4029511882377095, -0.2601913386906354, -0.03223609505901681]"
scene_1,item_163,"[0.24613635952988827, -0.3923277009228576, 0.2566168609809886, 0.5107662521448524, 0.059219275610997414, -0.20233252500424107, 0.01233734908562448, 0.4416770972653554, 0.42440480854548124, 0.19739758536999122]"
scene_2,item_164,"[0.22151323771399575, -0.22151323771399575, -0.2917491423550188, -0.032416571372779826, 0.07563866653648639, 0.11345799980472951, 0.6294217608214757, -0.35388090415284684, 0.032416571372779826, -0.5240679038599412]"
scene_0,item_165,"[0.07160037118323241, -0.15162431544684507, -0.12845948947579933, 0.564379396385479, 0.5054143848228169, -0.13477716928608452, 0.15162431544684504, 0.385378468427398, 0.3032486308936901, 0.3158839905142606]"
scene_1,item_166,"[0.5533034100368021, 0.14017019720932325, 0.06147815667075584, -0.11066068200736043, 0.16722058614445565, -0.15738408107713486, -0.1426293234761534, -0.5729764201714439, 0.05164165160343485, -0.5041208847001974]"
scene_2,item_167,"[0.6191972536047197, -0.21398570448945586, 0.4043967127215987, 0.08523159416105443, 0.16320943562755102, 0.41165046541615663, -0.14144817754387765, 0.20310507544761913, -0.3753817019433675, -0.0417090779937075]"
scene_0,item_168,"[-0.5625116898825195, 0.1980938176994919, 0.2466828673238956, -0.1812745312910445, 0.11960381446007058, 0.0822276224412985, -0.031769763215956266, 0.1999626273004305, -0.6802466947416514, 0.16071762568071987]"
scene_1,item_169,"[0.3226462880127867, -0.3974320604892248, 0.5464690831726841, 0.17927641859024812, -0.06263874866406262, 0.13391732473006485, -0.1879162459921878, 0.3218335707222526, 0.40175197419019465, -0.29159417481546385]"
scene_2,item_170,"[0.2721941619007056, 0.445531355339243, 0.1498247035654092, 0.3745617589135229, 0.04337030892682898, -0.32133456159423285, -0.021685154463414517, -0.5992988142616367, -0.08082648481818125, -0.30556354016629506]"
scene_0,item_171,"[-0.060262206802849695, 0.5953660342898738, -0.2017355983957424, 0.2115763592930957, -0.23125788108780215, -0.373948914099425, 0.24109864198515554, 0.2509394028825089, -0.4871176644189878, 0.06888532628147291]"
scene_1,item_172,"[0.5830376618818461, -0.32358973520151546, -0.07844599641248859, 0.5491219748874202, 0.12747474417029403, 0.02614866547082953, 0.08498316278019595, -0.46087022892337054, -0.09152032914790335, -0.05229733094165906]"
scene_2,item_173,"[0.2904116457404959, 0.10560423481472579, 0.23980961655843974, -0.15400617577147513, -0.8096324669128979, 0.20460820495353121, 0.1364054699690208, 0.2816112928392688, -0.10560423481472582, 0.12980520529310047]"
scene_0,item_174,"[0.28177055145858604, -0.0708371339612297, -0.293468126410809, 0.055657748112394816, 0.556577481123948, 0.07083713396122975, 0.5110393235774431, -0.03035877169766989, -0.48574034716271824, 0.11637529150773449]"
scene_1,item_175,"[-0.2679453998954539, 0.6119293592206987, 0.24622009720122784, -0.191906840465663, 0.34036307554287376, -0.08690121077690396, -0.5576161024851338, -0.06879679186504893, -0.11948916481824298, 0.054313256735564884]"
scene_2,item_176,"[0.8454563988169018, -0.0346465167483918, -0.4240073716350804, -0.03794618501014341, 0.20787910049035072, 0.1765322520037105, -0.13198673047006398, -0.10063988198342376, -0.028047180224888578, 0.008249170654378966]"
scene_0,item_177,"[-0.10124351834116448, 0.2765676598587908, -0.09877416423528235, 0.01481612463529238, 0.7803158974587311, -0.22224186952938543, -0.30373055502349344, 0.18026284972939044, -0.3457095748234885, 0.02716289516470264]"
scene_1,item_178,"[-0.2838384848149688, 0.23046714578993188, 0.43182265211166193, 0.0024259699556834855, 0.12857640765122516, -0.4002850426877765, 0.13342834756259214, -0.5676769696299376, -0.2183372960115144, -0.33963579379568914]"
scene_2,item_179,"[0.05154736415730694, -0.0054052517808302405, 0.40269125767184855, -0.37566499876769777, -0.5486330557542636, -0.36755712109645244, -0.3080993515073205, -0.12432079095909415, 0.27296521493192416, 0.2702625890415092]"
scene_0,item_180,"[-0.13530792628564156, -0.7443461094808572, 0.2020054338414125, 0.0526970696977598, 0.08782844949626634, -0.283246749625459, 0.30959528447433887, 0.25250679230176565, 0.07245847083441972, -0.3622923541720986]"
scene_1,item_181,"[0.658309464994428, 0.1329672770339075, 0.3224456468072256, 0.27258291791951034, -0.04321436503601996, -0.0382280921472484, -0.4088743768792654, 0.38061883050956014, -0.22604437095764263, 0.06482154755402991]"
scene_2,item_182,"[0.8179732993677975, -0.14511281923533811, 0.11438304575020765, -0.3499779758028742, 0.2509598167952317, 0.19291468910109655, 0.058045127694135265, 0.13145514213083567, -0.08023885298895163, -0.21681562403397572]"
scene_0,item_183,"[0.18296722305891147, -0.43393996265299356, 0.30440564544314475, -0.11172334859349464, -0.2606878133848207, 0.44527421540885526, 0.07933976929103241, 0.35783855129220726, 0.025906863441969786, -0.5213756267696414]"
scene_1,item_184,"[0.32993088242194735, 0.2697245170164825, -0.15172004082177132, -0.2504584800867337, -0.14931178620555274, -0.6165131817519599, 0.10355494849739953, 0.4190363032220353, 0.20710989699479904, -0.31788960934085436]"
scene_2,item_185,"[0.24226094913127477, -0.18428396985199538, 0.2795318643822402, 0.21741367229729788, 0.44103916380309016, 0.1345894161840416, 0.20499003388030945, 0.32301459884169975, 0.1552954802123557, -0.6315349528635797]"
scene_0,item_186,"[0.1873032152594273, -0.21572382765942982, -0.2895752281194147, -0.2759710227715228, 0.4275607395051762, -0.21961074347311327, -0.569433166704621, -0.11466401650366087, -0.4158999920641259, 0.1302116797583946]"
scene_1,item_187,"[0.25717268921263237, 0.587765815418437, -0.11184207823751637, -0.3379058533984537, 0.41167403266149644, -0.4664052624373023, -0.15943445195560843, 0.11660131560932555, -0.06187008583351974, -0.1784714014428453]"
scene_2,item_188,"[0.4250671320949467, 0.08772115608636659, -0.002580034002540184, -0.2502632982463987, -0.16512217616257235, -0.18060238017781355, 0.3870051003810289, -0.45924605245215444, 0.16254214216003213, -0.5495472425410611]"
scene_0,item_189,"[0.4515496541299169, -0.21006450500644108, 0.24007372000736119, 0.4557649528264747, -0.14066819531681318, 0.2925898462589714, 0.2925898462589715, 0.20256220125621097, 0.50452992720297, -0.005626727812672535]"
scene_1,item_190,"[0.6292233146185799, -0.09453654322632572, -0.1289134680358987, -0.3007980920837636, 0.3093923232861569, 0.12031923683350544, 0.06359731089770997, 0.5775323368008262, -0.1976673176550447, -0.03437692480957299]"
scene_2,item_191,"[-0.04345051149542088, 0.41621016274561073, 0.2675636760507498, -0.08461415396476706, 0.4436525910585082, -0.265276807024675, -0.3476040919633672, -0.4299313769020594, 0.4093495556673864, -0.07546667786046792]"
scene_0,item_192,"[0.5106496786715419, 0.04513755621931215, 0.17073771265565912, 0.6103382601828733, -0.31203788864654936, 0.0274750342204509, -0.1256001564363469, 0.1393376735465723, 0.3238129033124569, -0.31203788864654936]"
scene_1,item_193,"[0.18768233629462452, 0.60195676153032, 0.43029608809011477, 0.1235956848769478, 0.17852710037781355, 0.2632130326083149, 0.35476539177642435, 0.22201447098266558, -0.24490256077469294, 0.25634660567070666]"
scene_2,item_194,"[-0.4516814971785934, 0.10664702016716784, -0.43913478892363234, -0.050186833019843696, 0.0, 0.1819272696969335, 0.6179253815568255, -0.07841692659350581, 0.14742382199579088, -0.3826746017763082]"
